Description,Location,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Latitude,Longitude,Link,Location_Last_Part
"2-Bedroom Unit (3301) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",27512000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3301-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (25F) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",26774000,1,1,74,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-25f-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (1914) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15692000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1914-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (3316) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16076000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3316-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (11B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",30789000,2,2,104,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-11b-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3111) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15972000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3111-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1418) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15297000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1418-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (4110) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",18126000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-4110-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1121) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15229000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1121-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (43B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",34033000,2,2,106,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-43b-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (923) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16262000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-923-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"3-Bedroom Unit (N09E) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",24586800,3,2,102,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n09e-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (2118) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15492000,1,1,53,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2118-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (2420) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26640000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2420-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (N06I) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11619300,1,1,43,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n06i-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (2203) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15898000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2203-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (3903) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16618000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3903-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1421) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15297000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1421-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1015) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15601000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1015-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (23J) for Sale in Ortigas, Pasig","San Antonio, Pasig",31892000,1,1,93,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-23j-for-sale-in-ortigas-pasig.html,Pasig
"Studio (3212) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8323000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-3212-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2BR Unit (37.9 sqm) for Sale in Suntrust Kirana, Pasig City","Pinagbuhatan, Pasig",5008864,2,1,37,14.555535,121.090095,https://www.lamudi.com.ph/2br-unit-37-9-sqm-for-sale-in-suntrust-kirana-pasig-city.html,Pasig
"2-Bedroom Unit (17O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",32507000,2,2,104,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-17o-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Studio Unit (28L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",11853000,1,1,39,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-28l-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"3-Bedroom Unit (56B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",52075000,3,3,147,14.575822,121.064324,https://www.lamudi.com.ph/3-bedroom-unit-56b-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Studio (3212) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8323000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-3212-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio Deluxe (43E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",13246000,1,1,46,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-43e-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Pre-Selling 1-Bedroom Unit in Acacia Escalades A, Pasig City","Manggahan, Pasig",3600000,1,1,58,14.601887,121.093698,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-in-acacia-escalades-a-pasig-city.html,Pasig
"1-Bedroom Unit (3210) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16042000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3210-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio Unit (36N) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",11971000,1,1,41,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-36n-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (N64D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",14632000,1,1,59,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n64d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"The Glaston Tower - Office Unit, Prime Unit (31N) for Sale in Ortigas East, Pasig Cit...","Ugong, Pasig",28344000,1,1,101,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-31n-for-sale-in-ortigas-east-pasig-city.html,Pasig
"2-Bedroom Unit (4008) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26116000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-4008-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (3617) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8830000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-3617-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (N16E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10908800,1,1,51,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n16e2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"Studio Unit (45J) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",10715000,1,1,34,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-45j-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (2712) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",25364000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2712-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (2519) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8414000,1,1,34,14.588882,121.079016,https://www.lamudi.com.ph/studio-2519-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (18L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",44056000,2,2,109,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-18l-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (1921) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15492000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1921-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (N29E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11166400,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n29e2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (1721) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15364000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1721-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S47F) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",12925800,1,1,50,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s47f-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (1414) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15492000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1414-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (42A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22768000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-42a-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3914) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16274000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3914-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (N51C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",14474200,1,1,59,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n51c1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (1718) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15364000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1718-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (N40E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",12770800,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n40e2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (29O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",33499000,2,2,104,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-29o-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Pre-Selling 1BR Executive at The Sapphire Bloc East in Ortigas CBD, Pasig, 11.4M","Ortigas CBD, Pasig",11400000,1,1,58,14.587518,121.062753,https://www.lamudi.com.ph/pre-selling-1br-executive-at-the-sapphire-bloc-east-in-ortigas-cbd-pasig-11-4m.html,Pasig
"1-Bedroom Unit (S17D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10752000,1,1,46,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s17d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"Studio Deluxe (34E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12882000,1,1,46,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-34e-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
Pre-Selling 1-Bedroom Unit (36 sqm) at The Sapphire Bloc East in Ortigas CBD,"Ortigas CBD, Pasig",8500000,1,1,36,14.587518,121.062753,https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-36-sqm-at-the-sapphire-bloc-east-in-ortigas-cbd-1.html,Pasig
"1-Bedroom Unit (25P) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22868000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-25p-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (S49C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11323200,1,1,48,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s49c1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (35M) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22805000,1,1,70,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-35m-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (24G) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",26767000,1,1,74,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-24g-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"2-Bedroom Unit (39O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",34871000,2,2,106,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-39o-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (38K) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22973000,1,1,66,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-38k-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (52A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",23718000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-52a-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (47A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",23578000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-47a-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (30G) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",26840000,1,1,74,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-30g-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"3-Bedroom Unit (N11E) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",24721800,3,2,102,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n11e-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"Studio Deluxe (28E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12615000,1,1,45,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-28e-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (4114) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",18160000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-4114-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (3714) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16205000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3714-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio Unit (52N) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12415000,1,1,41,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-52n-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (58F) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",26856000,1,1,76,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-58f-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (22G) for Sale in Ortigas, Pasig","San Antonio, Pasig",27975000,1,1,82,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-22g-for-sale-in-ortigas-pasig.html,Pasig
"2-Bedroom Unit (36H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",42217000,2,2,114,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-36h-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (S18D2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11334400,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s18d2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (14M) for Sale in Ortigas, Pasig","San Antonio, Pasig",31357000,1,1,93,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-14m-for-sale-in-ortigas-pasig.html,Pasig
"Offices at The Galleon - Prime Unit (20J) for Sale in Ortigas, Pasig","San Antonio, Pasig",31632000,1,1,93,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-20j-for-sale-in-ortigas-pasig.html,Pasig
"1-Bedroom Unit (31F) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",26849000,1,1,74,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-31f-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (1218) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15229000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1218-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (2107) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15695000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2107-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (22D) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",20502000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-22d-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (24G) for Sale in Ortigas, Pasig","San Antonio, Pasig",28056000,1,1,82,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-24g-for-sale-in-ortigas-pasig.html,Pasig
"1-Bedroom Unit (1614) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15562000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1614-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1714) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15562000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1714-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (3411) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",25579000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3411-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (1605) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15702000,1,1,56,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1605-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (3512) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8365000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-3512-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio Unit (40L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12245000,1,1,40,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-40l-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (1814) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15762000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1814-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (S19D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10752000,1,1,46,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s19d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3403) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16420000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3403-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (N39G2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11144000,1,1,44,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n39g2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (9K) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",21987000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-9k-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (32D) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",20793000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-32d-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (54G) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",39304000,2,2,110,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-54g-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (16F) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",26593000,1,1,74,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-16f-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (S34D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11054400,1,1,47,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s34d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (1826) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16392000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1826-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (3616) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16205000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3616-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (59E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",26888000,1,1,76,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-59e-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (42O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",35077000,2,2,106,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-42o-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (3101) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",27405000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3101-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (41B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",33871000,2,2,106,14.575421,121.063867,https://www.lamudi.com.ph/2-bedroom-unit-41b-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"For Sale: Studio Unit in Suntrust Kirana, Pasig City","Pinagbuhatan, Pasig",3297501,1,1,27,14.555535,121.090095,https://www.lamudi.com.ph/for-sale-studio-unit-in-suntrust-kirana-pasig-city.html,Pasig
"1-Bedroom Unit (27K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",28012000,1,1,69,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-27k-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (40B) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",28624000,1,1,69,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-40b-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (824) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15737000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-824-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
